Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
101256,Operations,52,48164,8,161,100,Yes
101257,Sales,42,94489,5,154,100,Yes
101258,Sales,26,58562,2,207,100,Yes
101259,Finance,55,89110,24,126,100,Yes
101260,Operations,42,40169,17,230,100,Yes
101261,Marketing,21,79858,7,154,100,Yes
101262,IT,40,41604,17,161,100,Yes
101263,HR,42,109670,6,120,62,No
101264,Finance,31,108738,22,161,100,Yes
101265,Sales,33,20684,15,161,100,Yes
101266,IT,23,28007,5,180,100,Yes
101267,IT,29,61787,15,160,100,Yes
101268,HR,32,69582,18,120,100,Yes
101269,Operations,43,94791,18,150,100,Yes
101270,Sales,34,117798,21,144,100,Yes
101271,Marketing,53,103629,21,225,100,Yes
101272,IT,38,25782,23,207,100,Yes
101273,HR,29,86770,6,250,100,Yes
101274,Marketing,43,77645,2,225,100,Yes
101275,Operations,30,119724,17,120,100,Yes
101276,Sales,39,51996,21,200,100,Yes
101277,Operations,25,49204,4,168,99,Yes
101278,IT,43,37152,12,175,100,Yes
101279,Marketing,50,75186,19,168,100,Yes
101280,Marketing,45,110555,2,230,100,Yes
101281,Marketing,48,105024,2,176,79,No
101282,IT,54,39689,14,168,100,Yes
101283,IT,45,70690,15,240,100,Yes
101284,Operations,30,114042,20,189,100,Yes
101285,Finance,34,103251,2,138,74,No
101286,Operations,50,77320,4,184,100,Yes
101287,Sales,45,84226,19,140,100,Yes
101288,HR,34,76091,9,120,71,No
101289,Marketing,55,99301,7,240,100,Yes
101290,Finance,54,41942,13,147,100,Yes
101291,HR,30,58712,12,138,100,Yes
101292,Finance,55,85277,3,189,100,Yes
101293,Support,31,69632,13,176,100,Yes
101294,Operations,31,58031,15,230,100,Yes
101295,IT,41,40478,14,140,100,Yes
101296,Marketing,41,42551,24,216,100,Yes
101297,Operations,42,68068,9,168,100,Yes
101298,HR,27,113608,13,160,100,Yes
101299,Support,37,55561,23,216,100,Yes
101300,Support,22,22892,22,140,100,Yes
101301,Support,32,119502,4,184,100,Yes
101302,HR,38,44395,21,210,100,Yes
101303,HR,31,38756,8,132,94,Yes
101304,HR,36,107710,3,250,100,Yes
101305,HR,38,54651,2,160,77,No
101306,Support,55,86333,19,150,100,Yes
101307,Support,46,93745,23,189,100,Yes
101308,Finance,36,69306,8,138,93,Yes
101309,Operations,26,41346,17,120,100,Yes
101310,Marketing,32,48024,13,138,97,Yes
101311,IT,33,114950,7,176,100,Yes
101312,Support,24,60818,9,154,100,Yes
101313,IT,59,25947,12,192,100,Yes
101314,Operations,22,95153,14,168,100,Yes
101315,Operations,46,106240,14,216,100,Yes
101316,IT,47,114238,15,207,100,Yes
101317,Support,47,87428,3,216,100,Yes
101318,IT,35,49754,15,189,100,Yes
101319,Finance,28,83355,19,225,100,Yes
101320,Sales,27,78241,24,250,100,Yes
101321,Support,32,88960,20,184,100,Yes
101322,Support,33,33418,14,161,100,Yes
101323,Marketing,37,115422,8,216,100,Yes
101324,HR,37,108593,5,250,100,Yes
101325,Sales,56,75184,19,250,100,Yes
101326,Operations,41,24833,4,240,100,Yes
101327,Support,28,95430,14,184,100,Yes
101328,IT,25,61833,16,198,100,Yes
101329,Sales,46,20565,20,220,100,Yes
101330,Marketing,36,60180,24,240,100,Yes
101331,Operations,56,38402,6,198,100,Yes
101332,HR,48,62845,23,168,100,Yes
101333,HR,49,95851,6,210,100,Yes
101334,Marketing,32,32834,3,147,83,Yes
101335,Marketing,57,87850,15,138,100,Yes
101336,IT,50,57180,3,138,82,Yes
101337,Support,43,23883,11,138,100,Yes
101338,HR,36,95587,3,184,93,Yes
101339,Operations,34,31695,10,230,100,Yes
101340,Sales,30,43123,18,144,100,Yes
101341,Operations,27,78481,1,132,61,No
101342,Finance,57,93438,16,216,100,Yes
101343,Finance,49,37573,16,220,100,Yes
101344,Marketing,23,114910,10,240,100,Yes
101345,IT,35,76494,1,189,75,No
101346,Finance,56,32288,4,200,100,Yes
101347,HR,39,66978,3,161,98,Yes
101348,Operations,33,92420,5,160,83,Yes
101349,Operations,41,96095,12,180,100,Yes
101350,Marketing,57,74672,12,126,100,Yes
101351,Support,47,81821,13,200,100,Yes
101352,Support,49,103661,24,140,100,Yes
101353,Sales,40,89224,12,147,100,Yes
101354,Marketing,45,109405,16,176,100,Yes
101355,Sales,26,74796,13,168,100,Yes
101356,Support,56,64706,5,250,100,Yes
101357,Marketing,22,24023,24,200,100,Yes
101358,Marketing,42,102636,4,161,88,Yes
101359,Marketing,52,56735,21,210,100,Yes
101360,Support,36,92959,15,200,100,Yes
101361,Sales,38,59218,12,150,100,Yes
101362,Sales,25,32213,19,198,100,Yes
101363,Marketing,56,118694,21,220,100,Yes
101364,Finance,50,48460,19,250,100,Yes
101365,IT,39,84680,21,184,100,Yes
101366,Support,43,51017,11,180,100,Yes
101367,IT,54,118536,21,207,100,Yes
101368,IT,33,112038,6,198,96,Yes
101369,Sales,49,50990,9,154,92,Yes
101370,Sales,56,39515,1,144,69,No
101371,Finance,42,49991,12,132,94,Yes
101372,IT,56,27634,14,168,100,Yes
101373,IT,29,97034,6,216,100,Yes
101374,Marketing,59,96452,1,207,100,Yes
101375,Sales,39,49377,22,220,100,Yes
101376,IT,58,53001,2,175,91,Yes
101377,Operations,26,21391,24,147,100,Yes
101378,Finance,35,85206,11,192,100,Yes
101379,Operations,40,62215,3,126,85,Yes
101380,Operations,29,99720,10,216,100,Yes
101381,Support,52,47114,6,192,100,Yes
101382,Support,24,31882,6,168,100,Yes
101383,Finance,38,37273,20,175,100,Yes
101384,Operations,25,65647,21,161,100,Yes
101385,IT,40,102665,2,216,100,Yes
101386,Sales,43,84892,24,216,100,Yes
101387,Finance,31,62679,10,189,100,Yes
101388,Marketing,57,20427,23,240,100,Yes
101389,Operations,42,116952,6,138,85,Yes
101390,Finance,24,86267,23,175,100,Yes
101391,HR,49,20799,17,175,100,Yes
101392,HR,54,75659,14,210,100,Yes
101393,Support,33,114409,5,168,100,Yes
101394,Sales,29,27025,23,147,100,Yes
101395,IT,51,34481,17,225,100,Yes
101396,Sales,27,45411,2,207,100,Yes
101397,Sales,24,116894,9,126,93,Yes
101398,Sales,39,34961,12,161,100,Yes
101399,Sales,50,41767,19,176,100,Yes
101400,Marketing,51,71690,22,168,100,Yes
101401,Marketing,55,72870,7,161,95,Yes
101402,Support,41,56135,9,144,100,Yes
101403,Finance,51,84514,21,184,100,Yes
101404,HR,39,106928,16,140,100,Yes
101405,Sales,51,98798,20,160,100,Yes
101406,Support,52,90765,11,180,100,Yes
101407,Finance,22,43772,12,207,100,Yes
101408,HR,30,38799,15,200,100,Yes
101409,Operations,22,43555,18,175,100,Yes
101410,IT,22,112152,19,192,100,Yes
101411,Marketing,44,39333,16,160,100,Yes
101412,Operations,37,24261,15,216,100,Yes
101413,HR,52,89002,5,184,100,Yes
101414,Operations,36,66553,11,240,100,Yes
101415,IT,36,23088,15,240,100,Yes
101416,Support,59,65783,18,180,100,Yes
101417,HR,51,21115,13,175,100,Yes
101418,Operations,44,90114,4,147,63,No
101419,Marketing,21,88126,17,198,100,Yes
101420,Marketing,31,92908,4,161,90,Yes
101421,Finance,41,89109,16,138,100,Yes
101422,Operations,24,22978,23,230,100,Yes
101423,Sales,27,29422,15,132,100,Yes
101424,Operations,46,63626,14,126,100,Yes
101425,Support,32,109233,12,150,100,Yes
101426,HR,51,76174,3,216,100,Yes
101427,HR,37,116356,10,150,94,Yes
101428,Support,53,57743,8,184,100,Yes
101429,Operations,31,90461,6,168,99,Yes
101430,Support,48,77199,22,180,100,Yes
101431,IT,52,49430,14,200,100,Yes
101432,Support,21,48834,17,160,100,Yes
101433,Marketing,48,44435,21,200,100,Yes
101434,Support,27,107212,19,250,100,Yes
101435,HR,22,75797,16,184,100,Yes
101436,Marketing,44,63554,15,220,100,Yes
101437,HR,24,74555,15,161,100,Yes
101438,Finance,39,105350,1,140,88,Yes
101439,Sales,46,34716,24,200,100,Yes
101440,HR,31,80261,23,138,100,Yes
101441,Marketing,31,47528,23,176,100,Yes
101442,Finance,23,21995,12,154,100,Yes
101443,HR,32,42414,10,240,100,Yes
101444,IT,23,33844,14,210,100,Yes
101445,Support,47,56659,10,140,100,Yes
101446,Sales,22,35522,10,154,100,Yes
101447,HR,36,94034,20,150,100,Yes
101448,Finance,22,62322,11,200,100,Yes
101449,IT,50,87638,22,210,100,Yes
101450,Operations,40,28524,16,225,100,Yes
101451,Finance,58,50846,9,120,84,Yes
101452,Support,48,93643,15,154,100,Yes
101453,Finance,45,80096,14,168,100,Yes
101454,IT,52,103804,19,184,100,Yes
101455,Finance,30,67703,9,175,100,Yes
101456,IT,53,44399,4,230,100,Yes
101457,HR,33,95160,21,154,100,Yes
101458,IT,57,112662,7,220,100,Yes
101459,IT,36,108667,22,250,100,Yes
101460,Sales,42,68591,8,126,100,Yes
101461,IT,40,40714,24,175,100,Yes
101462,IT,47,55877,8,120,88,Yes
101463,Operations,36,104106,19,210,100,Yes
101464,HR,54,98018,15,161,100,Yes
101465,Support,52,119854,16,140,100,Yes
101466,Sales,46,79136,22,126,100,Yes
101467,Operations,45,53414,23,138,100,Yes
101468,Marketing,22,106576,9,200,100,Yes
101469,HR,32,98943,12,240,100,Yes
101470,HR,29,65468,16,175,100,Yes
101471,Marketing,32,118841,4,175,92,Yes
101472,Support,46,99702,5,225,100,Yes
101473,IT,29,92108,8,216,100,Yes
101474,Operations,30,118538,1,168,76,No
101475,Finance,52,112508,6,220,100,Yes
101476,Sales,54,66835,15,160,100,Yes
101477,Finance,40,83333,4,168,100,Yes
101478,Marketing,59,62464,21,132,100,Yes
101479,HR,22,42923,11,150,100,Yes
101480,Support,21,81855,5,225,100,Yes
101481,HR,56,87445,18,200,100,Yes
101482,Sales,44,118384,24,198,100,Yes
101483,HR,47,87619,15,200,100,Yes
101484,HR,22,66146,18,140,100,Yes
101485,Sales,51,80032,20,132,100,Yes
101486,Operations,34,37140,13,230,100,Yes
101487,Operations,22,22670,5,250,100,Yes
101488,Sales,49,56519,1,126,61,No
101489,Support,35,64512,22,120,100,Yes
101490,Marketing,32,77811,18,176,100,Yes
101491,HR,57,34691,14,207,100,Yes
101492,Support,48,54262,5,240,100,Yes
101493,HR,40,74892,6,176,99,Yes
101494,Marketing,59,45595,24,184,100,Yes
101495,Operations,44,77207,16,240,100,Yes
101496,Support,41,53440,22,230,100,Yes
101497,IT,30,28630,21,140,100,Yes
101498,IT,34,51250,12,198,100,Yes
101499,IT,57,114334,20,240,100,Yes
101500,Operations,38,118748,18,138,100,Yes
101501,Operations,44,97518,2,168,100,Yes
101502,Marketing,34,94191,23,189,100,Yes
101503,HR,54,84791,21,132,100,Yes
101504,Marketing,32,104118,23,120,100,Yes
101505,Marketing,42,83753,13,216,100,Yes
101506,Operations,26,80520,17,175,100,Yes
101507,IT,56,24008,17,138,100,Yes
101508,Finance,56,64464,16,200,100,Yes
101509,HR,42,20496,21,216,100,Yes
101510,Operations,34,119767,18,225,100,Yes
101511,IT,36,43212,8,230,100,Yes
101512,Support,56,40637,3,168,100,Yes
101513,Finance,45,65227,17,160,100,Yes
101514,Finance,52,102413,18,160,100,Yes
101515,Operations,53,103346,23,220,100,Yes
101516,Sales,56,29884,6,120,85,Yes
101517,HR,40,88259,8,144,99,Yes
101518,Finance,38,69810,23,192,100,Yes
101519,Operations,58,24761,13,140,100,Yes
101520,Operations,23,93166,8,126,79,No
101521,IT,43,36375,19,216,100,Yes
101522,Support,52,45218,6,220,100,Yes
101523,Sales,36,50565,23,147,100,Yes
101524,HR,25,52975,15,120,100,Yes
101525,Marketing,24,47073,10,184,100,Yes
101526,Support,41,89726,17,240,100,Yes
101527,Support,34,21883,1,138,66,No
101528,IT,59,88422,7,200,100,Yes
101529,Finance,51,69629,13,132,100,Yes
101530,Finance,34,84170,3,210,100,Yes
101531,IT,26,94489,19,207,100,Yes
101532,Operations,32,28381,15,198,100,Yes
101533,Finance,36,43238,5,184,100,Yes
101534,Sales,37,33795,11,207,100,Yes
101535,HR,43,115964,22,220,100,Yes
101536,Support,34,82999,18,192,100,Yes
101537,Support,27,69907,3,138,81,Yes
101538,Sales,52,29638,6,154,95,Yes
101539,Finance,35,90467,3,138,76,No
101540,Support,37,62623,5,240,100,Yes
101541,Marketing,54,58492,9,176,100,Yes
101542,HR,25,46411,19,138,100,Yes
101543,HR,47,40534,13,160,100,Yes
101544,Support,43,49181,6,216,100,Yes
101545,IT,34,39996,11,161,100,Yes
101546,Support,35,92089,21,210,100,Yes
101547,IT,53,103609,21,132,100,Yes
101548,Support,51,92666,14,161,100,Yes
101549,Marketing,55,49405,6,240,100,Yes
101550,Operations,37,91325,6,240,100,Yes
101551,HR,48,48930,17,189,100,Yes
101552,Support,39,37529,11,168,100,Yes
101553,Marketing,43,73546,15,200,100,Yes
101554,IT,52,27942,9,175,100,Yes
101555,IT,33,27548,21,207,100,Yes
101556,HR,40,38296,17,200,100,Yes
101557,Sales,55,71016,24,216,100,Yes
101558,Support,25,117780,7,180,100,Yes
101559,Finance,29,20296,7,140,77,No
101560,IT,49,87945,21,184,100,Yes
101561,Operations,26,79980,1,198,100,Yes
101562,Operations,45,76782,8,198,100,Yes
101563,IT,51,54229,5,198,100,Yes
101564,Sales,42,116382,19,126,100,Yes
101565,Sales,22,73444,8,216,100,Yes
101566,Marketing,25,55036,17,189,100,Yes
101567,Operations,47,59322,19,240,100,Yes
101568,Marketing,45,47167,12,150,100,Yes
101569,Operations,28,71667,23,216,100,Yes
101570,Support,21,114527,15,216,100,Yes
101571,Support,40,103337,4,161,77,No
101572,Finance,43,71468,23,154,100,Yes
101573,Support,52,92894,12,126,96,Yes
101574,Finance,31,73084,13,250,100,Yes
101575,Support,59,83138,14,126,94,Yes
101576,HR,44,42588,5,138,72,No
101577,Support,31,82901,22,168,100,Yes
101578,Marketing,49,37671,16,175,100,Yes
101579,IT,46,103038,7,220,100,Yes
101580,Marketing,36,110664,15,180,100,Yes
101581,IT,55,51645,13,200,100,Yes
101582,Sales,40,27637,16,207,100,Yes
101583,Marketing,23,20660,12,176,100,Yes
101584,Sales,21,26922,7,140,98,Yes
101585,Finance,21,113697,16,160,100,Yes
101586,Finance,37,64721,23,200,100,Yes
101587,HR,22,77256,23,175,100,Yes
101588,Support,49,89506,13,168,100,Yes
101589,Marketing,40,88943,23,132,100,Yes
101590,Sales,26,47843,3,180,100,Yes
101591,IT,28,29046,15,250,100,Yes
101592,Finance,49,109336,3,175,90,Yes
101593,Support,53,83985,7,150,94,Yes
101594,Finance,23,100083,18,210,100,Yes
101595,IT,55,116925,14,220,100,Yes
101596,Support,25,50346,18,240,100,Yes
101597,Support,47,108284,19,200,100,Yes
101598,Sales,32,111384,14,176,100,Yes
101599,Sales,40,73526,20,184,100,Yes
101600,Marketing,40,93143,6,168,85,Yes
101601,Marketing,29,56787,8,144,90,Yes
101602,Operations,59,53583,7,200,100,Yes
101603,Operations,24,32563,20,175,100,Yes
101604,HR,39,66060,18,210,100,Yes
101605,Finance,58,53690,18,126,100,Yes
101606,Marketing,47,114712,15,160,100,Yes
101607,Sales,33,34925,20,250,100,Yes
101608,IT,33,106787,22,132,100,Yes
101609,Sales,42,103184,19,210,100,Yes
101610,Finance,48,40108,22,126,100,Yes
101611,Operations,42,96515,21,207,100,Yes
101612,Sales,39,88258,21,138,100,Yes
101613,HR,28,25355,2,184,100,Yes
101614,Finance,28,66069,8,210,100,Yes
101615,Operations,46,114335,21,240,100,Yes
101616,IT,46,74471,11,220,100,Yes
101617,Operations,43,52705,18,147,100,Yes
101618,Support,33,63909,23,140,100,Yes
101619,HR,48,108606,13,200,100,Yes
101620,Finance,29,73739,9,216,100,Yes
101621,IT,40,96820,9,168,100,Yes
101622,HR,39,107273,17,132,100,Yes
101623,Operations,59,43241,7,192,100,Yes
101624,HR,32,47414,9,198,100,Yes
101625,Finance,35,70818,22,144,100,Yes
101626,Marketing,51,40895,1,250,100,Yes
101627,HR,34,112307,2,154,76,No
101628,Support,31,82409,4,138,76,No
101629,HR,46,75324,14,207,100,Yes
101630,Operations,47,86920,4,192,100,Yes
101631,Operations,31,73555,2,144,85,Yes
101632,IT,58,85453,8,176,100,Yes
101633,Operations,54,42689,18,220,100,Yes
101634,Sales,39,84356,19,225,100,Yes
101635,Finance,26,113011,14,189,100,Yes
101636,Finance,58,28252,20,161,100,Yes
101637,Marketing,48,50844,10,189,100,Yes
101638,Marketing,21,115687,17,126,100,Yes
101639,Finance,55,43365,8,120,81,Yes
101640,Support,28,26026,14,132,87,Yes
101641,Marketing,27,118303,21,200,100,Yes
101642,IT,31,48523,23,180,100,Yes
101643,Operations,59,30482,8,189,100,Yes
101644,Finance,24,68888,5,120,76,No
101645,Marketing,45,70110,16,175,100,Yes
101646,Finance,32,110644,8,154,86,Yes
101647,Sales,46,20493,10,189,100,Yes
101648,HR,58,76194,8,198,100,Yes
101649,Operations,32,102001,9,200,100,Yes
101650,Finance,57,59767,18,216,100,Yes
101651,HR,44,49550,3,120,54,No
101652,Marketing,36,33833,17,210,100,Yes
101653,HR,33,22970,20,207,100,Yes
101654,Operations,45,118315,15,198,100,Yes
101655,Finance,24,115494,21,150,100,Yes
101656,Sales,31,102681,17,160,100,Yes
101657,Support,52,69177,8,198,100,Yes
101658,Marketing,27,87342,2,175,95,Yes
101659,Finance,31,91200,17,154,100,Yes
101660,Operations,48,81501,18,168,100,Yes
101661,Marketing,43,48900,5,250,100,Yes
101662,IT,43,34126,9,220,100,Yes
101663,HR,48,90690,9,216,100,Yes
101664,Support,46,107744,2,216,97,Yes
101665,Operations,45,99303,2,216,100,Yes
101666,IT,49,105579,19,200,100,Yes
101667,Finance,39,67994,23,225,100,Yes
101668,Sales,53,87061,3,132,92,Yes
101669,Marketing,56,119064,17,176,100,Yes
101670,HR,34,36978,14,175,100,Yes
101671,Marketing,34,76344,14,168,100,Yes
101672,Support,55,66648,14,132,100,Yes
101673,Finance,50,21055,6,198,100,Yes
101674,Marketing,48,95582,3,240,100,Yes
101675,HR,37,101214,1,207,100,Yes
101676,Finance,23,64876,16,207,100,Yes
101677,Marketing,36,112160,4,168,100,Yes
101678,Sales,50,58725,1,140,69,No
101679,Operations,49,25255,17,220,100,Yes
101680,Finance,35,94947,18,154,100,Yes
101681,Operations,45,73380,8,207,100,Yes
101682,Finance,58,73333,2,144,74,No
101683,Sales,58,62459,18,250,100,Yes
101684,Operations,43,56163,16,150,100,Yes
101685,IT,45,53971,10,180,100,Yes
101686,HR,27,116771,8,240,100,Yes
101687,IT,42,85149,12,138,100,Yes
101688,Marketing,37,104730,22,230,100,Yes
101689,Sales,38,39476,16,198,100,Yes
101690,IT,30,88580,12,210,100,Yes
101691,Finance,30,106593,11,180,100,Yes
101692,Marketing,27,89050,20,200,100,Yes
101693,Marketing,58,95526,19,210,100,Yes
101694,IT,47,27507,1,175,79,No
101695,IT,53,90393,3,225,100,Yes
101696,Sales,21,32118,12,200,100,Yes
101697,HR,54,70529,9,230,100,Yes
101698,IT,24,88682,21,144,100,Yes
101699,Support,37,111937,22,140,100,Yes
101700,IT,24,74176,5,147,85,Yes
101701,Operations,46,111713,1,220,100,Yes
101702,Finance,24,24414,10,176,100,Yes
101703,Support,21,103030,17,161,100,Yes
101704,Support,27,105973,4,180,94,Yes
101705,Operations,50,82137,15,240,100,Yes
101706,Operations,29,23937,19,200,100,Yes
101707,Marketing,55,56731,8,200,100,Yes
101708,HR,28,106862,23,198,100,Yes
101709,Finance,44,58665,15,180,100,Yes
101710,Sales,39,94510,7,176,100,Yes
101711,Support,56,37500,15,126,100,Yes
101712,Sales,47,21750,8,189,100,Yes
101713,IT,52,85018,23,132,100,Yes
101714,IT,34,24027,10,144,87,Yes
101715,Sales,38,25745,18,240,100,Yes
101716,IT,48,81731,4,200,100,Yes
101717,HR,49,106984,15,154,100,Yes
101718,Operations,36,48451,11,230,100,Yes
101719,IT,55,113743,22,216,100,Yes
101720,Marketing,51,91474,3,216,100,Yes
101721,IT,24,81536,15,150,100,Yes
101722,Finance,57,32150,3,189,100,Yes
101723,HR,37,33406,15,240,100,Yes
101724,Finance,59,39781,6,240,100,Yes
101725,Finance,46,77417,1,250,100,Yes
101726,Marketing,59,38325,14,192,100,Yes
101727,HR,24,88684,16,225,100,Yes
101728,HR,50,114415,1,154,79,No
101729,HR,50,93469,21,198,100,Yes
101730,HR,42,29436,17,189,100,Yes
101731,HR,31,37669,8,160,100,Yes
101732,Marketing,22,92010,18,225,100,Yes
101733,IT,32,96764,16,144,100,Yes
101734,Finance,50,119074,6,200,100,Yes
101735,HR,56,21843,10,220,100,Yes
101736,Support,38,85609,10,192,100,Yes
101737,IT,46,70812,5,200,93,Yes
101738,IT,27,36059,12,150,100,Yes
101739,Finance,21,106269,20,200,100,Yes
101740,Marketing,46,60768,17,140,100,Yes
101741,Sales,43,45395,14,250,100,Yes
101742,Sales,46,40202,14,207,100,Yes
101743,IT,26,33273,3,132,76,No
101744,Operations,26,68889,12,126,100,Yes
101745,Operations,28,118635,20,210,100,Yes
101746,Finance,44,93048,18,161,100,Yes
101747,Sales,42,113767,12,180,100,Yes
101748,IT,39,108810,2,175,84,Yes
101749,Marketing,57,65510,2,161,92,Yes
101750,Sales,38,107945,17,230,100,Yes
101751,IT,51,90649,10,225,100,Yes
101752,IT,57,22881,18,220,100,Yes
101753,HR,50,65913,22,250,100,Yes
101754,Marketing,53,104785,19,150,100,Yes
101755,HR,30,85037,21,240,100,Yes
101756,Finance,57,82457,1,160,74,No
101757,HR,32,55343,24,189,100,Yes
101758,Support,50,82389,4,126,72,No
101759,HR,47,98250,4,207,100,Yes
101760,Support,59,28656,2,138,78,No
101761,Sales,29,25741,19,184,100,Yes
101762,Operations,41,36661,21,200,100,Yes
101763,IT,32,117091,12,138,100,Yes
101764,Support,49,48690,10,138,91,Yes
101765,Marketing,53,52833,13,144,100,Yes
101766,HR,35,91240,22,160,100,Yes
101767,Support,22,97711,23,198,100,Yes
101768,Marketing,59,77141,20,176,100,Yes
101769,Operations,38,98232,23,150,100,Yes
101770,Operations,23,59023,15,144,100,Yes
101771,HR,27,60209,3,210,100,Yes
101772,Finance,38,113590,23,200,100,Yes
101773,HR,58,106612,20,176,100,Yes
101774,Sales,57,100522,13,140,100,Yes
101775,Support,53,34440,8,189,100,Yes
101776,IT,51,27960,7,161,92,Yes
101777,Finance,31,42462,24,140,100,Yes
101778,HR,24,37821,8,189,100,Yes
101779,Marketing,38,77772,18,220,100,Yes
101780,Finance,24,47258,9,250,100,Yes
101781,Support,54,112889,6,207,100,Yes
101782,Finance,49,108952,4,207,100,Yes
101783,Support,44,82524,15,160,100,Yes
101784,HR,42,42115,5,200,99,Yes
101785,Support,22,66433,5,184,100,Yes
101786,Finance,26,110504,7,168,84,Yes
101787,Marketing,45,108267,9,144,100,Yes
101788,Operations,41,108321,7,132,73,No
101789,Finance,36,99364,9,200,100,Yes
101790,Support,51,90077,20,150,100,Yes
101791,Operations,34,60644,10,144,92,Yes
101792,Support,59,82643,4,192,100,Yes
101793,Marketing,48,33311,6,160,91,Yes
101794,Support,52,50531,24,189,100,Yes
101795,HR,48,34588,14,200,100,Yes
101796,IT,29,69416,9,198,100,Yes
101797,Finance,42,32380,1,180,91,Yes
101798,IT,52,62645,17,150,100,Yes
101799,Support,25,37818,13,192,100,Yes
101800,Marketing,43,50857,24,144,100,Yes
101801,Finance,25,41711,7,160,100,Yes
101802,Support,52,25097,9,150,88,Yes
101803,Operations,30,48393,11,144,100,Yes
101804,Sales,59,42076,3,120,63,No
101805,Support,35,104274,12,200,100,Yes
101806,IT,27,77609,21,132,100,Yes
101807,Finance,49,49317,3,140,73,No
101808,IT,23,78480,15,175,100,Yes
101809,Finance,39,27044,21,175,100,Yes
101810,Support,30,91033,10,216,100,Yes
101811,HR,48,75486,1,138,73,No
101812,Operations,49,75162,14,154,92,Yes
101813,Support,35,99287,20,225,100,Yes
101814,IT,55,49882,6,168,100,Yes
101815,Sales,26,74078,2,192,100,Yes
101816,Sales,32,78734,23,220,100,Yes
101817,Marketing,58,63826,8,132,82,Yes
101818,Finance,33,107985,1,240,100,Yes
101819,IT,49,64028,4,230,100,Yes
101820,Marketing,39,71331,4,168,100,Yes
101821,IT,23,118938,5,192,100,Yes
101822,Finance,28,52543,20,176,100,Yes
101823,Support,28,49362,9,180,100,Yes
101824,Support,40,47315,23,140,100,Yes
101825,Sales,24,47746,13,132,100,Yes
101826,Support,41,30057,18,176,100,Yes
101827,Support,23,62915,17,126,100,Yes
101828,HR,28,41061,1,150,64,No
101829,Sales,43,71370,22,132,100,Yes
101830,Marketing,36,54157,15,160,100,Yes
101831,Operations,33,31322,2,184,98,Yes
101832,HR,23,89812,16,154,100,Yes
101833,Marketing,29,97842,20,168,100,Yes
101834,Finance,34,54017,22,184,100,Yes
101835,HR,33,76792,5,126,83,Yes
101836,Marketing,27,47742,22,161,100,Yes
101837,Finance,35,117136,19,220,100,Yes
101838,Sales,27,84808,5,160,97,Yes
101839,Operations,58,37629,2,184,99,Yes
101840,Finance,54,28245,7,240,100,Yes
101841,Support,42,116950,3,150,87,Yes
101842,IT,44,63870,17,147,100,Yes
101843,Finance,57,115634,24,138,100,Yes
101844,Finance,21,84829,24,189,100,Yes
101845,Operations,30,30588,3,160,95,Yes
101846,IT,36,20442,13,189,100,Yes
101847,Support,28,97339,7,168,100,Yes
101848,Marketing,45,60721,24,216,100,Yes
101849,Marketing,32,57145,3,210,100,Yes
101850,Finance,45,30599,15,184,100,Yes
101851,IT,37,92594,18,168,100,Yes
101852,IT,46,102742,10,198,100,Yes
101853,Support,34,97430,23,147,100,Yes
101854,Operations,56,22939,7,198,100,Yes
101855,Sales,43,42149,9,200,100,Yes
101856,Marketing,26,86567,5,168,87,Yes
101857,Operations,25,30208,20,175,100,Yes
101858,HR,45,86098,8,126,88,Yes
101859,Marketing,38,69492,14,161,100,Yes
101860,Operations,33,40951,4,132,77,No
101861,Marketing,34,68920,20,200,100,Yes
101862,Sales,48,66766,14,250,100,Yes
101863,HR,38,77014,12,220,100,Yes
101864,Sales,48,48351,2,216,100,Yes
101865,Support,47,104216,13,147,100,Yes
101866,HR,52,69386,1,147,79,No
101867,Finance,29,107122,20,230,100,Yes
101868,Operations,52,29308,7,144,91,Yes
101869,HR,40,79252,9,168,100,Yes
101870,Support,48,95145,17,138,100,Yes
101871,Support,53,115031,21,150,100,Yes
101872,Sales,24,103211,23,132,100,Yes
101873,Marketing,54,48064,13,150,100,Yes
101874,HR,23,73879,23,180,100,Yes
101875,Operations,46,28720,10,207,100,Yes
101876,HR,28,62940,16,220,100,Yes
101877,IT,26,99993,6,225,100,Yes
101878,Marketing,36,88475,16,175,100,Yes
101879,Operations,44,67113,11,216,100,Yes
101880,Operations,59,68926,20,161,100,Yes
101881,Finance,50,58203,3,140,90,Yes
101882,Sales,33,108901,9,126,100,Yes
101883,Finance,25,25392,15,230,100,Yes
101884,Operations,45,45905,13,120,84,Yes
101885,Marketing,40,93508,10,120,100,Yes
101886,HR,38,70385,20,207,100,Yes
101887,HR,38,50653,24,198,100,Yes
101888,Marketing,22,111865,13,161,100,Yes
101889,Operations,30,104720,17,225,100,Yes
101890,Support,32,34799,7,216,100,Yes
101891,HR,33,80103,6,200,100,Yes
101892,Support,31,35052,13,140,100,Yes
101893,HR,39,26044,17,140,100,Yes
101894,HR,55,39871,15,168,100,Yes
101895,Sales,59,109303,4,140,90,Yes
101896,Sales,46,40234,15,210,100,Yes
101897,IT,34,41381,14,200,100,Yes
101898,Finance,44,37274,21,160,100,Yes
101899,Marketing,21,107840,11,207,100,Yes
101900,Marketing,42,103108,24,230,100,Yes
101901,Marketing,43,69892,4,192,100,Yes
